id,Exited
165034,0.013547325181346565
165035,0.5517493314895802
165036,0.17764449780715355
165037,0.22402427427440127
165038,0.2784134251265861
165039,0.03652610786088926
165040,0.2501732491146558
165041,0.30838788878113815
165042,0.5872847808032092
165043,0.03651440879527505
165044,0.05531443808336711
165045,0.2784134251265861
165046,0.013547325181346565
165047,0.10786238989384628
165048,0.40798489641087626
165049,0.1997735751578556
165050,0.015628373451870792
165051,0.12266618256784438
165052,0.09470942379751582
165053,0.15744015937365358
165054,0.04820765877092161
165055,0.08296051518857035
165056,0.1998267332067414
165057,0.05531443808336711
165058,0.1998267332067414
165059,0.2502356244111445
165060,0.7460785765569362
165061,0.2501732491146558
165062,0.10786238989384628
165063,0.17759593099855128
165064,0.05531443808336711
165065,0.13910511592443778
165066,0.12263040506827057
165067,0.2784134251265861
165068,0.10786238989384628
165069,0.05531443808336711
165070,0.44342057431399234
165071,0.15744015937365358
165072,0.17764449780715355
165073,0.5872847808032092
165074,0.30845880773501394
165075,0.3402178396379058
165076,0.2239664808917581
165077,0.09468092034793586
165078,0.17764449780715355
165079,0.44342057431399234
165080,0.05531443808336711
165081,0.023942111392535853
165082,0.020777386230222645
165083,0.30845880773501394
165084,0.15744015937365358
165085,0.04197338697287782
165086,0.07259703593213888
165087,0.2239664808917581
165088,0.22402427427440127
165089,0.17764449780715355
165090,0.17764449780715355
165091,0.17759593099855128
165092,0.10786238989384628
165093,0.04197338697287782
165094,0.10786238989384628
165095,0.6218552649934636
165096,0.17759593099855128
165097,0.12266618256784438
165098,0.1997735751578556
165099,0.04197338697287782
165100,0.655380177686876
165101,0.011740080912604615
165102,0.04820765877092161
165103,0.12266618256784438
165104,0.17764449780715355
165105,0.373480805837509
165106,0.30845880773501394
165107,0.1997735751578556
165108,0.04198675885315488
165109,0.17764449780715355
165110,0.04197338697287782
165111,0.2784134251265861
165112,0.30845880773501394
165113,0.17764449780715355
165114,0.15744015937365358
165115,0.09468092034793586
165116,0.22402427427440127
165117,0.1998267332067414
165118,0.2784134251265861
165119,0.3402178396379058
165120,0.17764449780715355
165121,0.5872847808032092
165122,0.1997735751578556
165123,0.10786238989384628
165124,0.2502356244111445
165125,0.04820765877092161
165126,0.0633991133562462
165127,0.13910511592443778
165128,0.15739605907181037
165129,0.13910511592443778
165130,0.47944150189001505
165131,0.04820765877092161
165132,0.09468092034793586
165133,0.1998267332067414
165134,0.08296051518857035
165135,0.2502356244111445
165136,0.031741891237972525
165137,0.2784134251265861
165138,0.7175746609095224
165139,0.30845880773501394
165140,0.47944150189001505
165141,0.13914493765162797
165142,0.04197338697287782
165143,0.15744015937365358
165144,0.07257465385411836
165145,0.1997735751578556
165146,0.07257465385411836
165147,0.373480805837509
165148,0.15739605907181037
165149,0.13910511592443778
165150,0.06341885919314036
165151,0.9036010386053602
165152,0.30838788878113815
165153,0.04198675885315488
165154,0.17764449780715355
165155,0.13910511592443778
165156,0.10786238989384628
165157,0.13910511592443778
165158,0.5156774653404247
165159,0.2502356244111445
165160,0.04822291679291287
165161,0.17764449780715355
165162,0.40798489641087626
165163,0.10786238989384628
165164,0.10786238989384628
165165,0.12266618256784438
165166,0.8194814883683087
165167,0.031741891237972525
165168,0.08296051518857035
165169,0.08298581366966838
165170,0.09468092034793586
165171,0.7460155832807481
165172,0.2783466335999237
165173,0.15744015937365358
165174,0.12263040506827057
165175,0.373480805837509
165176,0.1998267332067414
165177,0.1997735751578556
165178,0.34014321034487627
165179,0.373480805837509
165180,0.10786238989384628
165181,0.7725588859356461
165182,0.15744015937365358
165183,0.07257465385411836
165184,0.373480805837509
165185,0.10789438866218849
165186,0.04197338697287782
165187,0.7176420382842333
165188,0.7970289548006538
165189,0.08296051518857035
165190,0.027575299968714186
165191,0.07257465385411836
165192,0.2784134251265861
165193,0.5156774653404247
165194,0.1997735751578556
165195,0.7725004587896772
165196,0.13910511592443778
